2015地区名次,地区,客户, 2015数量 , 2015含税金额 , 2016数量 , 2016含税金额 
9,上海,上海涛通环保科技有限公司, 356 ," 50,220 ",,
9,上海,上海春慧实业有限公司, 288 ," 44,100 ",,
9,上海,上海康伴净水科技有限公司, 325 ," 42,555 ",,
9,上海,上海亚弘过滤器材有限公司, 350 ," 33,250 ", 265 ," 24,975 "
9,上海,上海浩纯水处理科技有限公司, 200 ," 31,000 ",,
9,上海,上海苏伟水处理设备有限公司, 204 ," 23,100 ",,
9,上海,上海复旦申花净水技术股份有限公司, 50 ," 14,000 ",,
9,上海,上海欧力源水处理设备有限公司, 60 ," 10,392 ", 156 ," 19,020 "
9,上海,上海浩泽净水科技发展有限公司, 31 ," 10,066 ",,
9,上海,上海丰汇医用仪器有限公司, 60 ," 9,985 ",,
9,上海,上海金迈净水设备有限公司, 32 ," 9,520 ", 28 ," 8,600 "
9,上海,上海宏溪实业有限公司, 56 ," 8,500 ", 96 ," 13,085 "
9,上海,上海讯辉环保科技有限公司, 44 ," 8,205 ", 29 ," 4,930 "
9,上海,上海泉升环保设备有限公司, 35 ," 8,050 ", 12 ," 1,740 "
9,上海,上海沉黄科学仪器有限公司, 38 ," 8,000 ", 44 ," 6,870 "
9,上海,上海圣木环保发展有限公司, 36 ," 7,080 ", 209 ," 44,855 "
9,上海,上海名享净水科技有限公司（上海恩萍）, 24 ," 6,720 ",,
9,上海,芷昂仪器（上海）有限公司, 48 ," 6,570 ", 84 ," 12,500 "
9,上海,浦净水处理设备（上海）有限公司, 25 ," 5,500 ", 5 ," 1,500 "
9,上海,上海嘉进净水技术有限公司, 13 ," 5,480 ", 8 ," 3,360 "
9,上海,上海波森环保科技有限公司, 48 ," 5,470 ",,
9,上海,上海乐美活净水技术有限公司, 36 ," 5,400 ", 24 ," 3,600 "
9,上海,上海梅诺环保科技有限公司, 18 ," 5,040 ",,
9,上海,上海富诗特仪器设备有限公司, 12 ," 4,740 ", 152 ," 41,216 "
9,上海,美蓝飘尔（上海）过滤设备有限公司, 32 ," 3,640 ", 49 ," 5,760 "
9,上海,上海碧灏实业有限公司, 36 ," 3,600 ", 222 ," 22,450 "
9,上海,上海港惠净水科技有限公司, 24 ," 3,600 ", 72 ," 10,440 "
9,上海,上海水天环保科技有限公司, 22 ," 3,460 ",,
9,上海,上海仙荷轻工机械有限公司, 12 ," 3,420 ",,
9,上海,汉岱电气科技（上海）有限公司, 25 ," 3,370 ", 20 ," 2,500 "
9,上海,上海嘉旌净化过滤技术有限公司, 8 ," 3,360 ", 12 ," 3,060 "
9,上海,上海捷水环保科技有限公司, 12 ," 3,360 ",,
9,上海,上海饮泰环保科技有限公司, 12 ," 3,360 ",,
9,上海,上海福鲁信息科技有限公司, 11 ," 2,025 ", 12 ," 1,460 "
9,上海,上海美特佳实业有限公司, 10 ," 1,940 ",,
9,上海,上海  陈前锋, 12 ," 1,800 ",,
9,上海,上海技舟化工科技有限公司, 12 ," 1,680 ", 61 ," 9,315 "
9,上海,上海和杰科技有限公司, 12 ," 1,635 ",,
9,上海,上海泽权仪器设备有限公司, 12 ," 1,560 ", 12 ," 1,560 "
9,上海,上海泉易实业有限公司, 12 ," 1,530 ", 4 , 600 
9,上海,上海黎光照明设备有限公司, 12 ," 1,500 ",,
9,上海,上海奇奈佳净水科技有限公司, 12 ," 1,460 ",,
9,上海,东丽先端材材研究开发（中国）有限公司, 12 ," 1,390 ", 4 ," 1,020 "
9,上海,上海尊创环保科技有限公司杭州分公司, 12 ," 1,140 ",,
9,上海,上海 牟文彪, 5 , 975 , 10 ," 2,345 "
9,上海,上海 栗晓劝, 3 , 870 ,,
9,上海,上海准尚纺织科技有限公司, 2 , 470 , 4 , 930 
9,上海,上海吴国忠, 4 , 460 ,,
9,上海,上海 李颖, 1 , 420 ,,
9,上海,上海戈瑞环境工程有限公司, 1 , 290 , 10 ," 1,875 "
9,上海,2015年上海水展, 1 , 280 ,,
9,上海,上海  焦意文, 1 , 190 , 38 ," 9,310 "
9,上海,上海伊美特实业有限公司, 1 , 175 ,,
9,上海,上海亿悦电器科技有限公司, 1 , 166 ,,
9,上海,韩佳（上海）环保设备有限公司, 1 , 160 , 2 , 455 
9,上海,2016年上海水展,,, 8 ," 1,540 "
9,上海,上海 丁国原,,, 2 , 430 
9,上海,上海 费国星,,, 12 ," 1,140 "
9,上海,上海 邹建文,,, 2 , 320 
9,上海,上海宝漪水处理有限公司,,, 1 , 180 
9,上海,上海达纯环保科技有限公司,,, 13 ," 1,450 "
9,上海,上海达美康尔科技有限公司,,, 144 ," 15,600 "
9,上海,上海德净环保科技有限公司,,, 12 ," 1,170 "
9,上海,上海广创通用设备有限公司,,, 5 ," 1,110 "
9,上海,上海环净环保有限公司,,, 5 , 765 
9,上海,上海洁臣水处理设备有限公司,,, 1 , 140 
9,上海,上海力欧,,," 1,200 "," 111,116 "
9,上海,上海磬骏机械设备有限公司,,, 1 , 160 
9,上海,上海泉佰仪器有限公司,,, 12 ," 1,560 "
9,上海,上海宣通能源科技有限公司,,, 19 ," 3,185 "
9,上海,上海雅陋居实业有限公司,,, 24 ," 3,840 "
9,上海,上海雅泉,,, 804 ," 90,060 "
10,四川省成都市,成都华津时代环保科技有限公司," 32,700 "," 2,985,960 "," 4,392 "," 417,744 "
10,四川省成都市,四川优普超纯科技有限公司," 4,910 "," 821,330 "," 5,369 "," 920,716 "
10,四川省成都市,四川沃特尔水处理设备有限公司, 976 ," 135,940 ", 611 ," 82,630 "
10,四川省成都市,成都优越科技有限公司, 666 ," 119,140 ", 348 ," 62,550 "
10,四川省成都市,四川宜科纯水设备有限公司, 564 ," 108,640 ", 640 ," 132,090 "
10,四川省成都市,重庆市澳凯龙水处理设备有限公司, 280 ," 58,980 ", 348 ," 70,960 "
10,四川省成都市,四川省红苹果科技有限责任公司, 500 ," 56,000 ",,
10,四川省成都市,成都水思源科技有限公司, 292 ," 44,830 "," 1,011 "," 161,453 "
10,四川省成都市,成都 肖安福, 360 ," 44,568 ", 598 ," 79,376 "
10,四川省成都市,万爱净水器成都经销处, 324 ," 39,540 ", 60 ," 6,900 "
10,四川省成都市,成都康怡源净水设备有限公司, 300 ," 33,300 ",,
10,四川省成都市,成都大禹净水设备有限公司, 252 ," 30,960 ", 84 ," 10,440 "
10,四川省成都市,四川内江  王祖文, 240 ," 26,760 ", 240 ," 25,380 "
10,四川省成都市,四川林池环保电器有限公司, 204 ," 25,500 ",,
10,四川省成都市,四川卓越水处理设备有限公司, 99 ," 16,750 ", 83 ," 14,250 "
10,四川省成都市,成都  刘丽红, 120 ," 16,440 ", 64 ," 7,552 "
10,四川省成都市,成都品成科技有限公司, 108 ," 14,400 ", 237 ," 33,670 "
10,四川省成都市,成都奥能净环保科技有限公司, 88 ," 11,290 ", 24 ," 2,970 "
10,四川省成都市,成都沛鑫科技有限公司, 36 ," 9,000 ", 36 ," 9,000 "
10,四川省成都市,四川成都 徐鑫, 72 ," 9,000 ",,
10,四川省成都市,成都潇杰电器有限公司, 84 ," 8,580 ",,
10,四川省成都市,四川名睿科技有限公司, 48 ," 7,760 ", 24 ," 3,840 "
10,四川省成都市,四川省广汉市  黄金蓉, 50 ," 4,750 ",,
10,四川省成都市,成都天泉净水科技有限公司, 36 ," 4,320 ", 348 ," 39,860 "
10,四川省成都市,成都万里马水工科技有限公司（成都声大科技有限公司）, 28 ," 4,300 ",,
10,四川省成都市,四川省成都市新津县刘利红, 36 ," 4,248 ",,
10,四川省成都市,成都万晟科技有限公司, 15 ," 3,300 ",,
10,四川省成都市,成都市云普科技有限公司, 16 ," 3,205 ", 2 , 515 
10,四川省成都市,四川多联实业有限公司, 7 ," 2,100 ", 7 ," 2,100 "
10,四川省成都市,四川盛洁源净水科技有限公司, 12 ," 1,680 ", 24 ," 5,320 "
10,四川省成都市,四川省安岳县水处理有限公司, 12 ," 1,495 ",,
10,四川省成都市,四川省资阳市 王治刚, 12 ," 1,470 ", 12 ," 1,340 "
10,四川省成都市,四川成都 康克军, 4 ," 1,040 ",,
10,四川省成都市,成都跃新科技研究院, 6 , 952 ,,
10,四川省成都市,四川成都 刘学梅, 3 , 645 ,,
10,四川省成都市,成都  唐朝霞, 3 , 390 ,,
10,四川省成都市,四川成都  张相明, 1 , 290 , 8 ," 2,095 "
10,四川省成都市,四川鑫洲机电设备有限公司, 1 , 290 ,,
10,四川省成都市,四川成都   万焱, 1 , 180 ,,
10,四川省成都市,四川 马皋, 1 , 125 ,,
10,四川省成都市,成都  陈新宏,,, 300 ," 32,700 "
10,四川省成都市,成都  冯芹芹,,, 3 , 856 
10,四川省成都市,成都  徐修建,,, 36 ," 4,140 "
10,四川省成都市,成都本可科技有限公司,,, 47 ," 8,110 "
10,四川省成都市,成都渤茂科技有限公司,,, 200 ," 20,000 "
10,四川省成都市,成都格之泉环保科技有限公司,,, 60 ," 7,500 "
10,四川省成都市,成都惠诚海泰科技有限公司,,, 1 , 120 
10,四川省成都市,成都康洁水务有限公司,,, 12 ," 3,000 "
10,四川省成都市,成都龍笛电器有限公司,,," 1,284 "," 139,687 "
10,四川省成都市,成都欧美克斯科技有限公司,,, 36 ," 4,140 "
10,四川省成都市,成都天莘宇宁科技有限公司,,, 120 ," 13,800 "
10,四川省成都市,成都雄泰环保科技开发有限公司,,, 12 ," 1,770 "
10,四川省成都市,成都引航水处理设备有限公司,,, 12 ," 2,115 "
10,四川省成都市,广汉市盛达暖通公司,,, 60 ," 5,940 "
10,四川省成都市,四川  杨显茂,,, 12 ," 1,460 "
10,四川省成都市,四川贝乐斯科技有限公司,,, 12 ," 2,610 "
10,四川省成都市,四川成都  刘雪松,,, 36 ," 3,950 "
10,四川省成都市,四川德立世科技有限公司,,, 2 , 720 
10,四川省成都市,四川锦美环保科技有限公司,,, 25 ," 4,175 "
10,四川省成都市,四川内江  黄王权,,, 12 ," 1,560 "
10,四川省成都市,四川声大水处理设备有限责任公司,,, 62 ," 9,790 "
10,四川省成都市,四川省成都市  赵林,,, 36 ," 4,380 "
11,山东省临沂市,山东临沂办事处," 25,310 "," 3,375,492 "," 17,252 "," 2,135,420 "
11,山东省临沂市,临沂高新区鲁润净水设备有限公司," 11,501 "," 1,237,900 "," 2,968 "," 351,900 "
11,山东省临沂市,临沂市兰山区宜凯迪净水公司,,, 860 ," 75,480 "
11,山东省临沂市,临沂赚心电子产品有限公司,,, 168 ," 23,761 "
11,山东省临沂市,山东  刘二虎,,, 1 , 158 
11,山东省临沂市,山东 刘啸,,, 24 ," 3,360 "
12,广东省广州市,广州市陶氏环保科技有限公司," 25,085 "," 2,334,210 ", 600 ," 60,000 "
12,广东省广州市,3M材料技术（广州）有限公司," 5,043 "," 579,945 "," 5,023 "," 577,645 "
12,广东省广州市,广州佳贝尔环保有限公司," 2,500 "," 233,500 "," 5,842 "," 542,610 "
12,广东省广州市,广州市顺元医疗器械有限公司," 1,000 "," 124,000 ", 670 ," 79,700 "
12,广东省广州市,广州市超宝清洁用品公司, 380 ," 98,200 ", 576 ," 148,200 "
12,广东省广州市,广州市超洁亮清洁机械有限公司, 300 ," 72,000 "," 1,702 "," 408,500 "
12,广东省广州市,广州特域机电有限公司, 508 ," 71,730 ", 568 ," 79,500 "
12,广东省广州市,广州市精格净水设备科技有限公司, 313 ," 61,885 ", 355 ," 76,255 "
12,广东省广州市,广州源莱环保, 621 ," 58,640 ", 745 ," 69,327 "
12,广东省广州市,广州滤源净水器材有限公司, 421 ," 50,930 ", 75 ," 14,330 "
12,广东省广州市,广州清力净水科技有限公司, 354 ," 42,112 ",,
12,广东省广州市,广州市富楹制冷设备工程有限公司, 200 ," 36,000 ", -   , -   
12,广东省广州市,广州市爱泉环保设备有限公司, 248 ," 32,130 ", 423 ," 52,320 "
12,广东省广州市,广州龙泽环保设备实业有限公司, 200 ," 31,000 ",,
12,广东省广州市,广州市顾康环保科技有限公司, 229 ," 25,990 ", 57 ," 8,260 "
12,广东省广州市,广州市皓天清洁设备科技有限公司, 100 ," 24,800 ",,
12,广东省广州市,广州沁怡, 216 ," 23,244 ", 132 ," 12,480 "
12,广东省广州市,广州鸿琪光学仪器科技有限公司, 152 ," 22,655 ",,
12,广东省广州市,广州白云环保新技术有限公司, 145 ," 16,995 ", 119 ," 12,375 "
12,广东省广州市,广州市晨旭家用电器有限公司, 128 ," 16,227 ", 72 ," 7,740 "
12,广东省广州市,广州净科环保科技有限公司, 130 ," 14,570 ", 146 ," 17,370 "
12,广东省广州市,广州市谊利净水设备有限公司, 124 ," 13,860 ", 70 ," 8,340 "
12,广东省广州市,广州家怡净水设备有限公司, 48 ," 9,600 ",,
12,广东省广州市,广州宇飞仪器有限公司, 32 ," 8,880 ",,
12,广东省广州市,广州净福, 56 ," 8,420 ",,
12,广东省广州市,广州澳兰斯科技有限公司, 73 ," 7,680 ", 8 ," 1,200 "
12,广东省广州市,广州市科绿士环保设备有限公司, 62 ," 7,210 ",,
12,广东省广州市,广州市增城劲辉五金塑料厂, 30 ," 6,650 ", 25 ," 3,877 "
12,广东省广州市,广州海林设备厂, 60 ," 6,600 ", 24 ," 2,640 "
12,广东省广州市,广州华锋实业有限公司, 54 ," 5,130 ", 108 ," 10,260 "
12,广东省广州市,闪净净水, 32 ," 5,060 ", 4 , 720 
12,广东省广州市,广州市贺裕饮水设备有限公司, 43 ," 4,980 ", 42 ," 4,760 "
12,广东省广州市,广州超然纯水设备工程有限公司, 36 ," 4,380 ", 24 ," 2,820 "
12,广东省广州市,广州罗坤和, 36 ," 4,260 ",,
12,广东省广州市,广州涞瑞水处理技术有限公司, 21 ," 4,230 ", 24 ," 5,165 "
12,广东省广州市,广州市爱高普科技有限公司, 29 ," 4,190 ", 38 ," 5,570 "
12,广东省广州市,广州市汇达净水科技有限公司, 24 ," 3,450 ",,
12,广东省广州市,广州 黄先生, 36 ," 3,420 ",,
12,广东省广州市,广州市天河东晟五金交电批发部, 12 ," 3,360 ",,
12,广东省广州市,广州 黎生, 30 ," 3,320 ", 9 ," 1,330 "
12,广东省广州市,广州万冠水处理设备有限公司, 24 ," 3,120 ", 1 , 145 
12,广东省广州市,广州市正泰电气有限公司, 20 ," 3,100 ",,
12,广东省广州市,广州伯仕源净水器材设备有限公司, 24 ," 3,000 ",,
12,广东省广州市,广州颖圣能源设备有限公司, 24 ," 2,940 ", 108 ," 12,000 "
12,广东省广州市,广州市乐净环保设备有限公司, 24 ," 2,280 ", 24 ," 2,160 "
12,广东省广州市,广州美的电器  卢振忠, 18 ," 2,178 ",,
12,广东省广州市,广州市安吉拉通力机械销售有限公司, 17 ," 2,090 ", 3 , 390 
12,广东省广州市,广州祺家, 8 ," 1,200 ",,
12,广东省广州市,广州爱惠浦超精密专业直饮用水处理, 12 ," 1,140 ", 16 ," 1,940 "
12,广东省广州市,广州番禺市桥 梁小姐, 12 ," 1,140 ", 12 ," 1,140 "
12,广东省广州市,广州市怡纯净水科技有限公司, 4 ," 1,120 ", 12 ," 3,000 "
12,广东省广州市,广州先牌电子有限公司, 7 ," 1,090 ",,
12,广东省广州市,深圳市华南高科水处理设备有限公司广州分公司, 4 , 990 ,,
12,广东省广州市,广州 陈亚荣, 6 , 960 , 2 , 320 
12,广东省广州市,广州市海邑净水设备有限公司, 7 , 910 , 19 ," 2,300 "
12,广东省广州市,广州欧辰环保, 2 , 810 ,,
12,广东省广州市,广州奇美纯水设备科技有限公司, 3 , 760 , 5 ," 1,145 "
12,广东省广州市,广州  莫德帮, 5 , 675 ,,
12,广东省广州市,广州市康亦健医疗设备有限公司, 4 , 670 , 2 , 560 
12,广东省广州市,广州同方瑞风空调有限公司, 4 , 620 , 3 , 575 
12,广东省广州市,广州市腾辉信息科技有限公司, 3 , 585 , 3 , 450 
12,广东省广州市,广州番禺 孔祥兴, 5 , 525 ,,
12,广东省广州市,广州致能水处理公司, 4 , 520 ,,
12,广东省广州市,广州百分百净水设备有限公司, 2 , 500 , 1 , 150 
12,广东省广州市,广州 刘贤树, 3 , 420 , 1 , 220 
12,广东省广州市,广州禹西, 2 , 330 , 1 , 130 
12,广东省广州市,广州  鲜于成吉, 2 , 320 , 22 ," 3,300 "
12,广东省广州市,广州 刘海卫, 2 , 320 ,,
12,广东省广州市,广州  景膳酒家, 1 , 300 ,,
12,广东省广州市,广州吉星纳米科技净化有限公司, 2 , 300 ,,
12,广东省广州市,广州富利康, 1 , 290 , 27 ," 5,065 "
12,广东省广州市,广州韩潮水处理设备有限公司, 2 , 270 ,,
12,广东省广州市,广州市萝岗联丰饲料材料有限公司, 1 , 260 , 1 , 260 
12,广东省广州市,广州亚米电子科技有限公司, 2 , 225 ,,
12,广东省广州市,广州恒驰环境试验设备有限公司, 3 , 220 ,,
12,广东省广州市,广州白云 陈先生, 1 , 160 , 2 , 340 
12,广东省广州市,广州市吉海船舶用品有限公司, 1 , 160 ,,
12,广东省广州市,广州扬纳电子商务有限公司, 1 , 130 ,,
12,广东省广州市,广州至端, 1 , 120 ,,
12,广东省广州市,哈恩库博广州工具有限公司, 1 , 120 ,,
12,广东省广州市,广州科曦乾兆科学仪器有限公司, 1 , 110 ,,
12,广东省广州市,番禺 梁裕联,,, 1 , 165 
12,广东省广州市,广东金达全息制品有限公司,,, 2 , 260 
12,广东省广州市,广东盈旭科技有限公司,,, 24 ," 2,280 "
12,广东省广州市,广州 关庆彦,,, 1 , 110 
12,广东省广州市,广州 林福彬,,, 12 ," 1,080 "
12,广东省广州市,广州 詹先生,,, 1 , 290 
12,广东省广州市,广州 朱泽,,, 1 , 120 
12,广东省广州市,广州奥米净水设备制造有限公司,,, 3 ," 1,090 "
12,广东省广州市,广州百煜新生化科技有限公司,,, 40 ," 4,320 "
12,广东省广州市,广州保励水处理设备有限公司,,, 4 , 615 
12,广东省广州市,广州道众机电设备有限公司,,, 12 ," 2,160 "
12,广东省广州市,广州番禺 梁连兴,,, 12 ," 1,140 "
12,广东省广州市,广州番禺吴豪,,, 10 ," 1,030 "
12,广东省广州市,广州汉子电器(广州市晖源节能科技有限公司),,, 150 ," 13,680 "
12,广东省广州市,广州昊晗电器,,, 1 , 140 
12,广东省广州市,广州胡文,,, 1 , 95 
12,广东省广州市,广州建全水处理设备有限公司,,, 4 , 420 
12,广东省广州市,广州露纯环保科技有限公司,,, 12 ," 2,300 "
12,广东省广州市,广州欧美星科技有限公司,,, 252 ," 27,905 "
12,广东省广州市,广州乾旗音响器材有限公司,,, 60 ," 6,300 "
12,广东省广州市,广州仕瀚环保科技有限公司,,, 6 , 840 
12,广东省广州市,广州市阿泰可试验设备科技有限公司,,, 5 , 650 
12,广东省广州市,广州市白云区人和康利来净水设备商行,,, 24 ," 2,220 "
12,广东省广州市,广州市宏纳仪器,,, 1 , 140 
12,广东省广州市,广州市晶源海水淡化与水处理有限公司,,, 12 ," 4,050 "
12,广东省广州市,广州市科汇新欣纯净水科技开发有限公司,,, 13 ," 1,410 "
12,广东省广州市,广州市立群建筑机械有限公司,,, 1 , 420 
12,广东省广州市,广州市润露环保科技有限公司,,, 12 ," 1,680 "
12,广东省广州市,广州市一新专利商标事务所有限公司,,, 2 , 245 
12,广东省广州市,广州市优普环保科技有限公司,,, 7 ," 2,660 "
12,广东省广州市,广州特锶源净水设备制造有限公司,,, 11 ," 1,150 "
12,广东省广州市,广州天河  陈汉坚,,, 12 ," 1,117 "
12,广东省广州市,广州肖恩生物科技有限公司,,, 4 , 550 
12,广东省广州市,惠康净水器,,, 7 , 830 
13,安徽省合肥市,合肥格美电器有限责任公司," 3,937 "," 532,685 ", 402 ," 49,140 "
13,安徽省合肥市,安徽唯雅诺净水科技有限公司," 4,634 "," 504,612 ", 191 ," 18,788 "
13,安徽省合肥市,安徽凯利环保科技有限公司," 4,628 "," 450,948 "," 4,107 "," 390,340 "
13,安徽省合肥市,合肥康家净电器有限公司," 2,304 "," 318,244 ", 60 ," 5,400 "
13,安徽省合肥市,合肥美菱环保设备技术有限公司," 2,550 "," 302,750 ", 300 ," 35,500 "
13,安徽省合肥市,合肥荣事达水工业设备有限责任公司, 126 ," 38,450 "," 1,752 "," 237,624 "
13,安徽省合肥市,合肥纽贝泉电器有限公司, 84 ," 26,580 ", 16 ," 5,600 "
13,安徽省合肥市,合肥宝之洁环保科技有限公司, 60 ," 16,800 ", 102 ," 26,480 "
13,安徽省合肥市,天琛环保科技节能有限公司, 88 ," 11,230 ", 50 ," 6,000 "
13,安徽省合肥市,安微蒙城县  马殿伍, 8 ," 2,560 ", 50 ," 12,030 "
13,安徽省合肥市,合肥宝田医疗电子设备有限公司, 12 ," 1,320 ",,
13,安徽省合肥市,安徽天长市云海电器有限公司, 2 , 260 ,,
13,安徽省合肥市,百年五星厨具, 1 , 180 ,,
13,安徽省合肥市,安徽博扬电器有限公司,,, 60 ," 6,900 "
13,安徽省合肥市,安徽汇淼科技有限公司,,, 100 ," 15,800 "
13,安徽省合肥市,合肥 陆向阳,,, 1 , 120 
13,安徽省合肥市,合肥澜澳环保科技有限公司,,, 36 ," 8,220 "
13,安徽省合肥市,合肥天鹅制冷科技有限公司,,, 1 , 150 
14,河北省石家庄市,石家庄格力电器小家电有限公司," 20,545 "," 1,885,230 "," 7,782 "," 733,489 "
14,河北省石家庄市,石家庄天鹏环保科技有限公司, 318 ," 33,036 ",,
14,河北省石家庄市,石家庄泰斯特仪器设备有限公司, 120 ," 17,340 ",,
14,河北省石家庄市,美伊琳水科技（北京）有限公司石家庄分公司, 88 ," 13,640 ", 64 ," 12,950 "
14,河北省石家庄市,石家庄郝晓晓, 48 ," 4,560 ",,
14,河北省石家庄市,石家庄大自然环保设备有限公司, 36 ," 4,070 ", 12 ," 2,325 "
14,河北省石家庄市,石家庄天悦环境科技有限公司, 24 ," 3,090 ", 24 ," 2,640 "
14,河北省石家庄市,石家庄阿鸥膜分离技术有限公司, 23 ," 2,790 ", 24 ," 2,210 "
14,河北省石家庄市,石家庄智诚净水, 12 ," 1,360 ",,
14,河北省石家庄市,河北  王亚飞, 1 , 290 ,,
14,河北省石家庄市,河北科瑞达仪器科技有限公司,,, 9 ," 1,760 "
14,河北省石家庄市,石家庄 郝会潮,,, 1 , 420 
14,河北省石家庄市,石家庄 魏俊海,,, 8 ," 1,390 "
15,广东省东莞市,东莞市柏佳净水科技有限公司," 1,178 "," 148,650 ", 35 ," 4,400 "
15,广东省东莞市,东莞市陶氏水处理设备工程有限公司, 738 ," 138,135 ", 457 ," 77,580 "
15,广东省东莞市,东莞智睿, 615 ," 72,102 ", 828 ," 88,670 "
15,广东省东莞市,东莞市潮景水处理科技有限公司, 611 ," 69,095 ", 432 ," 55,560 "
15,广东省东莞市,东莞布瑞英, 238 ," 59,500 ", 142 ," 35,500 "
15,广东省东莞市,东莞欧惠浦科技有限公司, 455 ," 52,180 ", 170 ," 22,960 "
15,广东省东莞市,广东国邦清洁设备有限公司, 192 ," 48,000 ", 96 ," 24,000 "
15,广东省东莞市,东莞市洪森净水设备有限公司, 270 ," 39,648 ", 240 ," 34,080 "
15,广东省东莞市,东莞市锦华水处理设备有限公司, 217 ," 30,770 ", 162 ," 29,751 "
15,广东省东莞市,东莞市御世宝环保设备有限公司, 264 ," 27,720 ", 349 ," 56,070 "
15,广东省东莞市,东莞市品翔饮水设备有限公司, -58 ," 25,140 ",,
15,广东省东莞市,东莞市佐康实业有限公司, 166 ," 22,020 ", 120 ," 17,535 "
15,广东省东莞市,东莞市海达仪器有限公司, 180 ," 21,600 ", 220 ," 25,040 "
15,广东省东莞市,东莞市金能亮环保科技有限公司大朗分公司, 119 ," 19,470 ",,
15,广东省东莞市,东莞市普腾净水有限公司, 150 ," 19,075 ", 280 ," 36,455 "
15,广东省东莞市,东莞市潮泉净水科技有限公司, 144 ," 18,180 ", 132 ," 14,640 "
15,广东省东莞市,东莞 李小姐, 116 ," 18,025 ", 142 ," 21,800 "
15,广东省东莞市,东莞朗诺净化科技有限公司, 92 ," 15,120 ", 48 ," 6,080 "
15,广东省东莞市,东莞科菱净水公司, 123 ," 15,095 ", 61 ," 9,267 "
15,广东省东莞市,东莞市天纯净化科技有限公司, 84 ," 12,510 ",,
15,广东省东莞市,东莞市仟净环保设备有限公司, 96 ," 11,880 ", 27 ," 2,830 "
15,广东省东莞市,东莞东博水处理设备有限公司, 95 ," 11,375 ", 118 ," 14,145 "
15,广东省东莞市,东莞市瑞宝机械设备有限公司, 60 ," 10,800 ",,
15,广东省东莞市,东莞市红马实业有限公司, 84 ," 9,300 ", 36 ," 7,475 "
15,广东省东莞市,东莞恒准仪器科技有限公司, 62 ," 8,150 ", 132 ," 17,160 "
15,广东省东莞市,东莞潮源水处理有限公司, 60 ," 7,320 ", 17 ," 2,377 "
15,广东省东莞市,东莞市全利环保科技有限公司, 48 ," 6,745 ",,
15,广东省东莞市,巨仪仪器(东莞)有限公司, 66 ," 6,402 ", 80 ," 7,755 "
15,广东省东莞市,东莞常平 陈岩, 48 ," 6,210 ", 12 ," 1,560 "
15,广东省东莞市,东莞太源纯水设备厂, 38 ," 5,630 ", 48 ," 7,810 "
15,广东省东莞市,东莞海源, 24 ," 5,190 ", 8 ," 1,920 "
15,广东省东莞市,东莞邓先生, 36 ," 5,020 ", 12 ," 1,680 "
15,广东省东莞市,广东艾沃科技有限公司, 20 ," 4,800 ", 130 ," 29,900 "
15,广东省东莞市,东莞市健康一族自动售货机有限公司, 17 ," 4,510 ",,
15,广东省东莞市,东莞市亚东仪器设备有限公司, 36 ," 4,320 ", 24 ," 2,640 "
15,广东省东莞市,中国开元制冷集团有限公司, 23 ," 4,140 ", 10 ," 1,600 "
15,广东省东莞市,东莞市元耀电子科技有限公司, 24 ," 3,720 ", 36 ," 5,615 "
15,广东省东莞市,东莞市翔和环保设备有限公司, 24 ," 3,600 ", 55 ," 13,915 "
15,广东省东莞市,东莞市高鑫检测设备有限公司, 29 ," 3,530 ", 36 ," 4,320 "
15,广东省东莞市,东莞市贺展饮水设备有限公司, 36 ," 3,420 ", 67 ," 9,350 "
15,广东省东莞市,东莞市贺群饮水设备有限公司, 25 ," 3,165 ", 28 ," 3,740 "
15,广东省东莞市,湖南法莱德节能科技有限公司, 14 ," 2,800 ", 10 ," 1,800 "
15,广东省东莞市,东莞市捷特仪器有限公司, 24 ," 2,640 ", 87 ," 9,405 "
15,广东省东莞市,东莞市纳百川水处理设备有限公司, 24 ," 2,280 ", 5 ," 1,788 "
15,广东省东莞市,东莞市华凯检测设备科技有限公司, 18 ," 2,220 ", 12 ," 1,440 "
15,广东省东莞市,东莞市興和電子制冷配件行, 12 ," 1,920 ",,
15,广东省东莞市,东莞市美泰科检测设备有限公司, 20 ," 1,900 ", 60 ," 5,700 "
15,广东省东莞市,东莞市美弗康净水科技有限公司, 12 ," 1,730 ",,
15,广东省东莞市,东莞  陈岩, 12 ," 1,590 ",,
15,广东省东莞市,东莞厚街卢小姐, 6 ," 1,560 ",,
15,广东省东莞市,东莞市环测检测设备有限公司, 12 ," 1,440 ", 24 ," 2,880 "
15,广东省东莞市,东莞展纯水处理, 12 ," 1,440 ",,
15,广东省东莞市,东莞市华琪仪器检测仪器有限公司, 12 ," 1,320 ",,
15,广东省东莞市,东莞市长安贺旺饮水设备经营部, 12 ," 1,320 ",,
15,广东省东莞市,东莞市奇声电子实业有限公司, 13 ," 1,240 ",,
15,广东省东莞市,东莞真功夫餐厅, 12 ," 1,200 ", 2 , 500 
15,广东省东莞市,东莞 张先生, 4 ," 1,100 ",,
15,广东省东莞市,东莞市大显自动化仪器设备有限公司, 7 , 970 , 14 ," 1,840 "
15,广东省东莞市,东莞市铁木真检测设备有限公司, 7 , 945 , 9 ," 1,175 "
15,广东省东莞市,东莞市通源水处理设备有限公司, 4 , 920 ,,
15,广东省东莞市,东莞市厚街 -  尹庆标, 2 , 600 ,,
